title,score,budget,revenue,profit,main_genre,language,is_english,country,cluster
47 Meters Down: Uncaged,57.0,12000000.0,47582563.0,35582563.0,Horror,English,1,AU,1
Death Proof,68.0,25000000.0,31126421.0,6126421.0,Action,English,1,AU,1
Lemony Snicket's A Series of Unfortunate Events,68.0,100000000.0,212956024.0,112956024.0,Adventure,English,1,AU,0
Fear of Rain,71.0,141000000.0,762084982.6,621084982.6,Thriller,English,1,AU,1
Safe,65.0,33000000.0,41495213.0,8495213.0,Action,English,1,AU,1
The Tinder Swindler,70.0,203200000.0,532344463.4,329144463.4,Documentary,English,1,GB,3
Gridiron Gang,70.0,30000000.0,41457834.0,11457834.0,Crime,English,1,AU,1
Pet Sematary,57.0,21000000.0,111809732.0,90809732.0,Horror,English,1,AU,1
Pet Sematary,57.0,11500000.0,57469850.0,45969850.0,Horror,English,1,AU,1
Moneyball,72.0,50000000.0,111300835.0,61300835.0,Drama,English,1,AU,3
Sinister Stepsister,66.0,110600000.0,660008190.4,549408190.4,Thriller,English,1,US,1
After Porn Ends 3,55.0,500000.0,7758581.6,7258581.6,Documentary,English,1,US,3
Taurus,70.0,111000000.0,395069158.8,284069158.8,Drama,English,1,US,3
Shoot 'Em Up,64.0,39000000.0,26796824.0,-12203176.0,Action,English,1,AU,1
The Ring Two,57.0,50000000.0,161941727.0,111941727.0,Drama,English,1,AU,1
Why Him?,64.0,38000000.0,117425156.0,79425156.0,Comedy,English,1,AU,3
Werewolves Within,61.0,6500000.0,937490.0,-5562510.0,Horror,English,1,AU,1
Poison Ivy,54.0,3000000.0,1829804.0,-1170196.0,Thriller,English,1,US,1
Good Boys,69.0,20000000.0,111174248.0,91174248.0,Comedy,English,1,AU,3
Unleashed,69.0,45000000.0,50871113.0,5871113.0,Action,English,1,AU,1
Tender Cousins,56.0,38998000.0,360848744.0,321850744.0,Drama,French,0,FR,3
Wish Upon,56.0,12000000.0,23477345.0,11477345.0,Horror,English,1,US,1
Stillwater,67.0,20000000.0,19754272.0,-245728.0,Drama,English,1,AU,1
Fenced In,59.0,135159000.0,234980052.8,99821052.80000001,Comedy,Other,0,Other,3
Freedom Writers,79.0,21000000.0,43632609.0,22632609.0,Crime,English,1,AU,1
Unwelcome,60.0,146740000.0,301123555.2,154383555.2,Horror,English,1,GB,1
Downton Abbey: A New Era,72.0,40000000.0,88000000.0,48000000.0,Drama,English,1,AU,3
The Strangers: Prey at Night,56.0,5000000.0,32144262.0,27144262.0,Horror,English,1,US,1
Devil,61.0,10000000.0,63354114.0,53354114.0,Horror,English,1,AU,1
Creepshow,69.0,8000000.0,20036244.0,12036244.0,Horror,English,1,AU,1
Jarhead 3: The Siege,63.0,167000000.0,486643416.8,319643416.8,War,English,1,US,2
The Bone Collector,68.0,48000000.0,151463090.0,103463090.0,Drama,English,1,AU,1
3096 Days,75.0,515001.4,6677474.0,6162472.6,Drama,German,0,AU,3
Oxygen,66.0,105000000.0,449383521.4,344383521.4,Science Fiction,French,0,FR,1
The Substitute,57.0,100300000.0,394284937.6,293984937.6,Drama,"Spanish, Castilian",0,Other,3
Deep,63.0,106160000.0,317891223.8,211731223.8,Science Fiction,Other,0,Other,1
Young Mother's Friend,10.0,201940000.0,38157314.0,-163782686.0,Romance,Korean,0,KR,3
Halloween: The Curse of Michael Myers,52.0,5000000.0,15126948.0,10126948.0,Horror,English,1,AU,1
Mirrors,62.0,35000000.0,77220596.0,42220596.0,Horror,English,1,AU,1
The Dirty Dozen,76.0,5400000.0,45300000.0,39900000.0,Action,English,1,AU,2
The Descent,70.0,7000000.0,57051053.0,50051053.0,Adventure,English,1,AU,1
Into the Deep,62.0,15240689.0,42195.0,-15198494.0,Thriller,English,1,US,1
Monster Hunt,64.0,28933400.0,387053506.0,358120106.0,Comedy,Chinese,0,AU,0
EuroTrip,65.0,25000000.0,20796847.0,-4203153.0,Comedy,English,1,AU,3
Curious George,64.0,50000000.0,71052604.0,21052604.0,Adventure,English,1,AU,0
Booksmart,70.0,6000000.0,24948141.0,18948141.0,Comedy,English,1,AU,3
Speed 2: Cruise Control,46.0,110000000.0,150468000.0,40468000.0,Action,English,1,AU,1
Dragon Ball: Mystical Adventure,68.0,57104639.8,8201600.0,-48903039.8,Action,Japanese,0,JP,0
Dragons: Dawn Of The Dragon Racers,72.0,115140000.0,381739104.4,266599104.39999998,Animation,English,1,US,0
Red Corner,62.0,48000000.0,22420000.0,-25580000.0,Crime,English,1,US,1
Molly's Game,71.0,30000000.0,59284015.0,29284015.0,Drama,English,1,AU,1
[REC]⁴ Apocalypse,56.0,3000000.0,4915757.0,1915757.0,Thriller,"Spanish, Castilian",0,ES,1
Million Dollar Baby,80.0,30000000.0,231928227.0,201928227.0,Drama,English,1,AU,3
Punisher: War Zone,58.0,35000000.0,10157534.0,-24842466.0,Action,English,1,AU,1
My Daughter's Killer,64.0,77400000.0,431611098.0,354211098.0,Documentary,French,0,FR,3
The Girl Who Escaped: The Kara Robinson Story,73.0,87600000.0,830669408.0,743069408.0,Drama,English,1,US,1
Adultery Alumni Association 3,78.0,108000000.0,973912359.0,865912359.0,Drama,Korean,0,KR,3
Doctor Zhivago,76.0,11000000.0,112040388.0,101040388.0,Drama,English,1,AU,2
Doraemon: Nobita and the Tin Labyrinth,73.0,4000000.0,14800000.0,10800000.0,Adventure,Japanese,0,JP,0
Fences,69.0,24000000.0,64282881.0,40282881.0,Drama,English,1,AU,3
Ultimate Avengers: The Movie,68.0,57104639.8,6700000.0,-50404639.8,Action,English,1,US,0
Cencoroll Connect,70.0,73200000.0,498693699.0,425493699.0,Animation,Japanese,0,JP,0
Grudge,62.0,75744000.0,298222862.4,222478862.39999998,Thriller,Other,0,Other,3
Science Fiction Volume One: The Osiris Child,55.0,88400000.0,235364405.4,146964405.4,Science Fiction,English,1,AU,3
Who Am I,76.0,1204600.0,7700259.0,6495659.0,Thriller,German,0,DE,1
The Strange Thing About the Johnsons,70.0,98000000.0,381840101.6,283840101.6,Drama,English,1,US,3
Deadpool: No Good Deed,72.0,86000000.0,634448192.8,548448192.8,Action,English,1,US,3
Girl Friday,58.0,61498000.0,254671383.8,193173383.8,Drama,Other,0,Other,3
Friends: The Reunion,79.0,126000000.0,601130942.4,475130942.4,Documentary,English,1,AU,3
Clash of the Titans,69.0,125000000.0,493214888.0,368214888.0,Action,English,1,AU,0
Clash of the Titans,69.0,15000000.0,44400000.0,29400000.0,Action,English,1,AU,0
The Texas Chainsaw Massacre 2,57.0,4700000.0,8025872.0,3325872.0,Comedy,English,1,US,1
The Royal Treatment,67.0,145200000.0,447114880.8,301914880.8,Romance,English,1,AU,3
Nerve,71.0,20000000.0,85583945.0,65583945.0,Mystery,English,1,AU,1
Run,74.0,1700000.0,3400000.0,1700000.0,Thriller,English,1,AU,1
Hot Fuzz,75.0,16000000.0,80976736.0,64976736.0,Crime,English,1,AU,1
Brahmāstra Part One: Shiva,67.0,22000000.0,331524155.0,309524155.0,Action,Other,0,AU,0
Skiptrace,56.0,32000000.0,58500000.0,26500000.0,Action,English,1,US,1
The Kingdom,67.0,72500000.0,86802457.0,14302457.0,Thriller,English,1,AU,1
The Trip,67.0,76000000.0,454211306.6,378211306.6,Comedy,Other,0,AU,3
Fate/kaleid liner Prisma☆Illya: Vow in the Snow,68.0,57104639.8,1118410.0,-55986229.8,Action,Japanese,0,JP,0
The Dukes of Hazzard,55.0,53000000.0,109848461.0,56848461.0,Comedy,English,1,AU,0
Piranha,59.0,660000.0,16000000.0,15340000.0,Horror,English,1,US,1
Latte and the Magic Waterstone,67.0,89013252.0,4983582.0,-84029670.0,Animation,German,0,DE,0
Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,75.0,101600000.0,605173999.8,503573999.79999995,Animation,Japanese,0,JP,0
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,80.0,2550000.0,77899432.0,75349432.0,Animation,Japanese,0,JP,3
Hugo,72.0,180000000.0,180047784.0,47784.0,Adventure,English,1,AU,0
Diary of a Wimpy Kid: Dog Days,63.0,22000000.0,77229695.0,55229695.0,Comedy,English,1,AU,0
S.W.A.T.,74.0,70000000.0,207154748.0,137154748.0,Action,Chinese,0,CN,1
Olaf's Frozen Adventure,64.0,146600000.0,336800768.8,190200768.8,Animation,English,1,US,0
Doom,51.0,70000000.0,58757178.0,-11242822.0,Action,English,1,AU,1
The Locksmith,62.0,133000000.0,407446362.4,274446362.4,Drama,English,1,US,1
James and the Giant Peach,65.0,38000000.0,28946127.0,-9053873.0,Adventure,English,1,AU,0
Torque,52.0,40000000.0,46176322.0,6176322.0,Action,English,1,AU,1
Trial by Fire,68.0,54200004.0,130000.0,-54070004.0,Drama,English,1,US,1
Young Mother 4,43.0,139800000.0,558017045.2,418217045.20000005,Romance,Korean,0,KR,3
A Monster in Paris,68.0,25000000.0,26611650.0,1611650.0,Adventure,French,0,FR,0
Get Rich or Die Tryin',68.0,40000000.0,46666955.0,6666955.0,Drama,English,1,US,3
Balkan Line,76.0,3500000.0,4944386.0,1444386.0,Drama,Russian,0,Other,2
The Divine Fury,67.0,29606139.8,11750306.0,-17855833.8,Action,Korean,0,KR,1
Roman Holiday,79.0,1500000.0,12000000.0,10500000.0,Romance,English,1,AU,3
It's a Wonderful Binge,51.0,138000000.0,121005503.2,-16994496.799999997,Comedy,English,1,US,3
You Should Have Left,60.0,84600000.0,178745725.6,94145725.6,Horror,English,1,US,1
The Abyss,73.0,70000000.0,54243441.0,-15756559.0,Adventure,English,1,AU,1
Yes Day,68.0,120400000.0,461753653.4,341353653.4,Comedy,English,1,AU,0
Adultery Alumni Association,71.0,64660616.4,480248424.4,415587808.0,Drama,Korean,0,KR,3
The Italian Job,70.0,60000000.0,176262839.0,116262839.0,Action,English,1,AU,1
Euphoria,64.0,80400000.0,411716817.2,331316817.2,Drama,English,1,US,3
Sabotage,56.0,35000000.0,18376443.0,-16623557.0,Action,English,1,AU,1
Rain Man,78.0,25000000.0,412800000.0,387800000.0,Drama,English,1,AU,3
The Guardian,71.0,70000000.0,94973540.0,24973540.0,Action,English,1,AU,3
Pitch Perfect,73.0,17000000.0,116044347.0,99044347.0,Comedy,English,1,AU,3
Les Misérables,73.0,65000000.0,438420442.0,373420442.0,Other,English,1,AU,3
The Wave,67.0,5904067.0,12975143.0,7071076.0,Thriller,Other,0,Other,1
The Hunt for Red October,74.0,30000000.0,200500000.0,170500000.0,Action,English,1,AU,1
Snakes on a Plane,54.0,33000000.0,62020814.0,29020814.0,Action,English,1,AU,1
Paul Blart: Mall Cop,54.0,26000000.0,185904750.0,159904750.0,Action,English,1,AU,0
Crisis,64.0,107800000.0,488836200.2,381036200.2,Thriller,English,1,AU,1
The Count of Monte-Cristo,67.0,141400000.0,539810128.4,398410128.4,Adventure,English,1,GB,3
The Three Musketeers,69.0,90000000.0,139877913.0,49877913.0,Adventure,English,1,US,3
The Legend of Zorro,61.0,80000000.0,141475336.0,61475336.0,Action,English,1,AU,3
Ninja: Shadow of a Tear,65.0,122800000.0,377993107.0,255193107.0,Action,English,1,US,1
"O Brother, Where Art Thou?",73.0,26000000.0,75763814.0,49763814.0,Adventure,English,1,AU,3
Weird: The Al Yankovic Story,69.0,12000000.0,238918244.6,226918244.6,Music,English,1,AU,3
Ooops! Noah Is Gone...,63.0,6000000.0,769028.0,-5230972.0,Animation,English,1,US,0
As the Gods Will,72.0,140000000.0,465809282.2,325809282.2,Thriller,Japanese,0,JP,1
The Marco Effect,59.0,7570000.0,39200.0,-7530800.0,Thriller,Other,0,Other,1
Meet the Parents,67.0,55000000.0,330425040.0,275425040.0,Comedy,English,1,AU,3
Resident Evil: Apocalypse,63.0,50000000.0,125168734.0,75168734.0,Horror,English,1,AU,1
Taxi,66.0,8700000.0,44500000.0,35800000.0,Action,French,0,FR,1
Zombie Wars,41.0,118800000.0,162020273.4,43220273.400000006,Horror,English,1,JP,1
Dragon Blade,64.0,65000000.0,121545703.0,56545703.0,Adventure,Chinese,0,AU,3
Fist of Fury,73.0,100000.0,70504268.4,70404268.4,Drama,Chinese,0,AU,1
Excalibur,70.0,11000000.0,34967437.0,23967437.0,Adventure,English,1,AU,0
Play Motel,52.0,105600000.0,474838857.0,369238857.0,Crime,Italian,0,IT,3
Melancholia,72.0,9400000.0,21817298.0,12417298.0,Drama,English,1,AU,3
Stand by Me,79.0,8000000.0,52287766.0,44287766.0,Crime,English,1,AU,1
Mars Needs Moms,61.0,150000000.0,39549758.0,-110450242.0,Adventure,English,1,AU,0
Goal!,67.0,10000000.0,27610873.0,17610873.0,Drama,English,1,AU,3
There Is a Japanese Woman in My Room,47.0,129200000.0,947468745.8,818268745.8,Drama,Korean,0,KR,3
Clue,72.0,15000000.0,14643997.0,-356003.0,Comedy,English,1,AU,1
Lie with Me,51.0,2200000.0,3269690.6,1069690.6,Drama,English,1,CA,3
Barbie in 'A Christmas Carol',71.0,27642400.0,4496912.0,-23145488.0,Animation,English,1,US,0
I Saw the Devil,78.0,79100000.0,716255691.2,637155691.2,Thriller,Korean,0,AU,1
Emmanuelle: Queen of Sados,50.0,140000000.0,410169434.0,270169434.0,Crime,Other,0,US,3
Chinatown,79.0,6000000.0,23169837.0,17169837.0,Crime,English,1,AU,1
Hairspray,67.0,75000000.0,202822861.0,127822861.0,Comedy,English,1,AU,3
My Wife's Sister,53.0,165600000.0,781272777.2,615672777.2,Romance,Korean,0,KR,3
Grosso guaio all'Esquilino - La leggenda del Kung Fu,54.0,76000000.0,152911218.6,76911218.6,Comedy,Italian,0,IT,3
Sex Drive,63.0,19000000.0,10412485.0,-8587515.0,Comedy,English,1,AU,3
Austin Powers: International Man of Mystery,65.0,18000000.0,67683989.0,49683989.0,Science Fiction,English,1,AU,1
Marauders,58.0,15000000.0,58328054.2,43328054.2,Action,English,1,AU,1
The World Is Not Enough,63.0,135000000.0,361832400.0,226832400.0,Adventure,English,1,AU,1
Night of the Living Dead,76.0,4200000.0,5835247.0,1635247.0,Horror,English,1,US,1
Night of the Living Dead,76.0,114000.0,30087064.0,29973064.0,Horror,English,1,US,1
Young Mother 2,57.0,118008009.2,452180857.4,334172848.2,Drama,Korean,0,KR,3
Gorgeous,63.0,95600000.0,813565486.2,717965486.2,Adventure,Cantonese,0,US,3
Marley & Me,72.0,60000000.0,247812011.0,187812011.0,Comedy,English,1,AU,0
Halloween,62.0,15000000.0,77514401.0,62514401.0,Horror,English,1,AU,1
Halloween,62.0,10000000.0,255416089.0,245416089.0,Horror,English,1,AU,1
Halloween,62.0,325000.0,70274000.0,69949000.0,Horror,English,1,AU,1
Animal Crackers,63.0,86600000.0,597825126.0,511225126.0,Comedy,English,1,CN,0
The Warriors,77.0,4000000.0,22490039.0,18490039.0,Action,English,1,US,1
Black and Blue,68.0,12000000.0,22730144.0,10730144.0,Action,English,1,AU,1
Bastille Day,63.0,20000000.0,14397593.0,-5602407.0,Action,English,1,AU,1
Transcendence,60.0,100000000.0,103039258.0,3039258.0,Thriller,English,1,AU,1
Breakfast at Tiffany's,77.0,2500000.0,9500000.0,7000000.0,Comedy,English,1,AU,3
The Girl with All the Gifts,65.0,5005600.0,172698181.6,167692581.6,Drama,English,1,AU,1
Morgue,71.0,78300000.0,349714816.8,271414816.8,Horror,"Spanish, Castilian",0,US,1
The Hurricane Heist,57.0,40000000.0,33222314.0,-6777686.0,Action,English,1,US,1
Gaia,60.0,130600000.0,508931823.2,378331823.2,Horror,English,1,AU,3
Stepmom's Desire,63.0,120000000.0,303727772.6,183727772.60000002,Drama,Korean,0,KR,3
Jesus Revolution,68.0,15000000.0,52010708.0,37010708.0,Drama,English,1,AU,3
Naked Ambition 3D,52.0,77140000.0,202866374.4,125726374.4,Comedy,Cantonese,0,AU,3
Patch Adams,73.0,50000000.0,202173000.0,152173000.0,Comedy,English,1,AU,3
One Piece: Dead End Adventure,70.0,75397939.2,14817006.0,-60580933.2,Action,Japanese,0,JP,0
Tremors 3: Back to Perfection,58.0,6000000.0,52604374.8,46604374.8,Action,English,1,US,1
An Officer and a Gentleman,70.0,6000000.0,129795554.0,123795554.0,Drama,English,1,AU,3
Mowgli: Legend of the Jungle,65.0,175000000.0,20267371.6,-154732628.4,Adventure,English,1,GB,3
Little Fockers,56.0,100000000.0,310650574.0,210650574.0,Comedy,English,1,AU,3
The Marriage App,63.0,142500000.0,341774820.8,199274820.8,Romance,"Spanish, Castilian",0,Other,3
Marmaduke,53.0,50000000.0,89895930.0,39895930.0,Family,English,1,US,0
Big Trouble in Little China,72.0,25000000.0,11208967.0,-13791033.0,Action,English,1,AU,0
Fallen Angels,77.0,105200000.0,657573739.2,552373739.2,Action,Cantonese,0,HK,3
Sinister 2,59.0,10000000.0,54104225.0,44104225.0,Horror,English,1,GB,1
The Gods Must Be Crazy II,70.0,110000000.0,752859753.4,642859753.4,Action,English,1,AU,3
City of Angels,68.0,55000000.0,198750909.0,143750909.0,Romance,English,1,AU,3
Scooby-Doo! The Sword and the Scoob,77.0,139200000.0,646339835.6,507139835.6,Animation,English,1,AU,0
The Perfumier,45.0,134300000.0,862567677.4,728267677.4,Drama,German,0,DE,1
The Empty Man,62.0,16000000.0,4796993.0,-11203007.0,Horror,English,1,AU,1
Cloud Atlas,69.0,102000000.0,130673154.0,28673154.0,Drama,English,1,AU,3
Universal Soldier,63.0,23000000.0,183476938.8,160476938.8,Thriller,English,1,AU,1
Revolutionary Road,70.0,45000000.0,79604820.0,34604820.0,Drama,English,1,US,3
Atonement,77.0,30000000.0,129779728.0,99779728.0,Drama,English,1,AU,3
Sliver,54.0,40000000.0,116300000.0,76300000.0,Drama,English,1,US,1
Dark Skies,63.0,3500000.0,27704111.0,24204111.0,Science Fiction,English,1,AU,1
Nefeli,17.0,10000000.0,1240261.6,-8759738.4,Romance,Other,0,Other,3
Inherent Vice,66.0,20000000.0,14744495.0,-5255505.0,Drama,English,1,AU,3
The Wicker Man,43.0,40000000.0,38805380.0,-1194620.0,Horror,English,1,CA,1
Patema Inverted,73.0,135600000.0,703696698.0,568096698.0,Animation,Japanese,0,JP,0
Date Movie,42.0,20000000.0,85146165.0,65146165.0,Comedy,English,1,AU,3
The Spy Next Door,59.0,28000000.0,46752858.0,18752858.0,Action,English,1,AU,0
The Vow,72.0,30000000.0,197618160.0,167618160.0,Drama,English,1,AU,3
The Shop Around the Corner,83.0,159800000.0,777587613.4,617787613.4,Comedy,English,1,US,3
The Concubine,60.0,73800000.0,346352260.6,272552260.6,Drama,Korean,0,KR,3
Scooby-Doo! Pirates Ahoy!,76.0,169000000.0,833102553.0,664102553.0,Fantasy,English,1,US,0
A Perfect Pairing,69.0,73480000.0,372756516.0,299276516.0,Comedy,English,1,US,3
An American Tail: Fievel Goes West,63.0,55048225.8,40766041.0,-14282184.799999997,Adventure,English,1,US,0
The 8th Night,61.0,114000000.0,529795516.0,415795516.0,Mystery,Korean,0,KR,1
Unforgettable,59.0,18000000.0,2483790.0,-15516210.0,Drama,English,1,US,1
Unforgettable,59.0,12000000.0,16221211.0,4221211.0,Drama,English,1,US,1
Michael Jackson: The Life of an Icon,78.0,101700000.0,716719914.2,615019914.2,Documentary,English,1,US,3
Big,71.0,18000000.0,151665347.0,133665347.0,Fantasy,English,1,AU,3
Faster,63.0,24000000.0,35792945.0,11792945.0,Crime,English,1,AU,1
1408,67.0,22500000.0,131263370.0,108763370.0,Horror,English,1,AU,1
Something from Tiffany's,71.0,123400000.0,582164601.2,458764601.20000005,Romance,English,1,US,3
Into the Blue,59.0,50000000.0,41982227.0,-8017773.0,Action,English,1,AU,1
Borat Subsequent Moviefilm,65.0,100000000.0,246367071.0,146367071.0,Comedy,English,1,AU,3
Get Smart,62.0,80000000.0,226739416.0,146739416.0,Action,English,1,AU,1
Tag,67.0,28000000.0,77024944.0,49024944.0,Comedy,English,1,AU,3
American Made,68.0,50000000.0,135569212.0,85569212.0,Action,English,1,AU,1
X,65.0,1000000.0,15113105.0,14113105.0,Action,English,1,AU,1
Female War: A Nasty Deal,33.0,54640000.0,323787336.6,269147336.6,Drama,Korean,0,KR,3
Everyone is There,78.0,101400000.0,569937260.2,468537260.20000005,Drama,Korean,0,KR,3
King Arthur,63.0,90000000.0,203653524.0,113653524.0,Adventure,English,1,AU,2
Sakra,56.0,77600000.0,215169102.6,137569102.6,Action,Cantonese,0,HK,3
Day of Reckoning,44.0,74100000.0,852389639.0,778289639.0,Science Fiction,English,1,US,1
Mamma Mia! Here We Go Again,71.0,75000000.0,395044706.0,320044706.0,Comedy,English,1,AU,3
Uncle Drew,67.0,18000000.0,46594261.0,28594261.0,Comedy,English,1,US,3
Happy Gilmore,66.0,10000000.0,41004412.0,31004412.0,Comedy,English,1,AU,3
Trainwreck,58.0,35000000.0,141123897.0,106123897.0,Comedy,English,1,AU,3
The Running Man,65.0,30000000.0,38122000.0,8122000.0,Action,English,1,AU,1
Flora & Ulysses,65.0,136000000.0,495057393.8,359057393.8,Family,English,1,US,0
Crayon Shin-chan: The Legend Called: Dance! Amigo!,71.0,108600000.0,454330438.8,345730438.8,Comedy,Japanese,0,JP,0
Jethica,51.0,185400000.0,420107149.4,234707149.39999998,Comedy,English,1,US,3
The Rescuers,68.0,1200000.0,71215869.0,70015869.0,Fantasy,English,1,AU,0
Palm Springs,73.0,5000000.0,1818417.0,-3181583.0,Comedy,English,1,AU,3
Flightplan,64.0,55000000.0,214392904.0,159392904.0,Thriller,English,1,AU,1
Phantastische Harry Potter Momente - Das große SAT.1 Spezial,62.0,107200000.0,356755849.0,249555849.0,Other,German,0,DE,3
Un alibi,62.0,112400000.0,1084813489.0,972413489.0,Crime,French,0,FR,1
Attraction,67.0,5027266.0,19454845.0,14427579.0,Drama,Russian,0,Other,3
Hope,84.0,143000000.0,696323373.6,553323373.6,Drama,Korean,0,KR,3
Machete Kills,56.0,20000000.0,18273009.0,-1726991.0,Action,English,1,AU,1
Artemis Fowl,56.0,100000000.0,0.0,-100000000.0,Adventure,English,1,AU,0
Footloose,66.0,24000000.0,62989834.0,38989834.0,Drama,English,1,AU,3
Footloose,66.0,8200000.0,80008943.0,71808943.0,Drama,English,1,AU,3
Rurouni Kenshin Part III: The Legend Ends,77.0,124200000.0,640997166.4,516797166.4,Action,Japanese,0,JP,0
The Hole in the Fence,58.0,61498000.0,254671383.8,193173383.8,Drama,"Spanish, Castilian",0,MX,3
Animal House,70.0,2700000.0,141000000.0,138300000.0,Comedy,English,1,AU,3
Days of Thunder,63.0,60000000.0,157670733.0,97670733.0,Adventure,English,1,AU,3
Suspiria,75.0,20000000.0,8075343.0,-11924657.0,Horror,Italian,0,IT,1
Adore,61.0,16000000.0,1575749.0,-14424251.0,Drama,English,1,AU,3
I Now Pronounce You Chuck & Larry,60.0,85000000.0,187134117.0,102134117.0,Comedy,English,1,AU,3
Pornography,58.0,98000000.0,689081144.4,591081144.4,War,Other,0,Other,2
Ennio,84.0,124000000.0,982770768.8,858770768.8,Documentary,Italian,0,AU,3
Scared Shrekless,65.0,98000000.0,393840228.6,295840228.6,Animation,English,1,AU,0
The Animatrix,72.0,5000000.0,121345628.6,116345628.6,Animation,English,1,AU,0
Cool Hand Luke,77.0,3200000.0,16217773.0,13017773.0,Crime,English,1,AU,1
Nice Sister-In-Law,10.0,198540000.0,38157314.0,-160382686.0,Romance,Korean,0,KR,3
Wild Wild West,53.0,175000000.0,221229335.0,46229335.0,Action,English,1,AU,0
Darkest Hour,74.0,30000000.0,150807630.0,120807630.0,Drama,English,1,AU,3
Soy leyenda,62.0,102200000.0,630793781.0,528593781.0,Drama,"Spanish, Castilian",0,ES,3
Robbing Mussolini,56.0,12000000.0,28263556.8,16263556.8,Comedy,Italian,0,IT,3
The Man with the Iron Heart,66.0,32679734.0,4412639.0,-28267095.0,War,English,1,AU,2
Rurouni Kenshin Part II: Kyoto Inferno,76.0,93400000.0,874940419.6,781540419.6,Action,Japanese,0,JP,0
The Marine 5: Battleground,64.0,67800000.0,348256501.8,280456501.8,Action,English,1,US,3
Exposed,49.0,3500017.4,1787926.0,-1712091.4,Drama,English,1,AU,1
Girls Trip,68.0,28000000.0,140886353.0,112886353.0,Comedy,English,1,US,3
Gran Torino,80.0,25000000.0,274543085.0,249543085.0,Drama,English,1,AU,3
Firestarter,58.0,15000000.0,15136870.0,136870.0,Science Fiction,English,1,AU,1
The Thirteenth Floor,70.0,16000000.0,11810854.0,-4189146.0,Thriller,English,1,AU,1
Behind Enemy Lines,63.0,40000000.0,58855732.0,18855732.0,Action,English,1,AU,2
"I, Frankenstein",53.0,65000000.0,74575290.0,9575290.0,Horror,English,1,AU,1
Shaun the Sheep: The Flight Before Christmas,70.0,111000000.0,294668448.4,183668448.39999998,Animation,English,1,GB,0
The Rover,63.0,8500000.0,3180252.0,-5319748.0,Crime,English,1,AU,1
Sex Game 6969,15.0,124940040.0,46369741.0,-78570299.0,Comedy,Korean,0,KR,3
Scooby-Doo! Camp Scare,80.0,109400000.0,1090154232.0,980754232.0,Animation,English,1,US,0
Jaws 2,60.0,20000000.0,208900376.0,188900376.0,Horror,English,1,US,1
Gurren Lagann the Movie: The Lights in the Sky Are Stars,80.0,136000000.0,719009391.0,583009391.0,Action,Japanese,0,JP,0
TMNT,61.0,35000000.0,96096018.0,61096018.0,Adventure,English,1,AU,0
Die Another Day,60.0,142000000.0,431942139.0,289942139.0,Adventure,English,1,AU,1
Legend,62.0,25000000.0,23506237.0,-1493763.0,Adventure,English,1,AU,0
Legend,62.0,25000000.0,42425450.0,17425450.0,Adventure,English,1,AU,0
Return to Never Land,65.0,20000000.0,109862682.0,89862682.0,Adventure,English,1,AU,0
Go! Go! Cory Carson: Chrissy Takes the Wheel,58.0,93000000.0,477850338.2,384850338.2,Animation,English,1,US,0
Snow White: A Tale of Terror,60.0,26000000.0,25798931.2,-201068.80000000075,Fantasy,English,1,US,1
The Farm,53.0,95000000.0,338365977.2,243365977.2,Horror,English,1,US,1
Away,64.0,151400000.0,548528147.4,397128147.4,Animation,English,1,AU,0
Jonah and the Pink Whale,52.0,111940000.0,638332462.6,526392462.6,Drama,"Spanish, Castilian",0,Other,3
Superman II,67.0,54000000.0,190400000.0,136400000.0,Science Fiction,English,1,AU,0
Brahms: The Boy II,60.0,10000000.0,18968326.0,8968326.0,Horror,English,1,AU,1
Deus,55.0,119100000.0,422813217.8,303713217.8,Science Fiction,English,1,GB,1
Koati,73.0,123600000.0,590203752.2,466603752.20000005,Animation,English,1,AU,0
The Perfect Dinner,68.0,104700000.0,538260394.4,433560394.4,Comedy,Italian,0,AU,3
Christine,68.0,9700000.0,21200000.0,11500000.0,Horror,English,1,AU,1
Valkyrie,69.0,90000000.0,203932174.0,113932174.0,Drama,English,1,AU,2
"Jésus, de Nazareth à Jérusalem",50.0,114000000.0,449042622.0,335042622.0,Comedy,French,0,FR,3
Bad Trip,61.0,150600000.0,414413080.2,263813080.2,Comedy,English,1,US,3
No Half Measures: Creating the Final Season of Breaking Bad,85.0,139800000.0,1075683451.4,935883451.4000001,Documentary,English,1,US,3
I Still Know What You Did Last Summer,53.0,24000000.0,40020622.0,16020622.0,Horror,English,1,AU,1
Harakiri,84.0,121400000.0,1087353777.0,965953777.0,Action,Japanese,0,JP,3
Fragtime,61.0,106000000.0,552915715.2,446915715.20000005,Animation,Japanese,0,JP,0
Scooby-Doo! The Mystery Begins,64.0,105600000.0,358697830.6,253097830.60000002,Mystery,English,1,AU,0
Friday the 13th: A New Beginning,53.0,2200000.0,21930418.0,19730418.0,Horror,English,1,US,1
Intersect,57.0,154400000.0,397125734.6,242725734.60000002,Horror,English,1,US,1
Addams Family Reunion,48.0,148800000.0,948498291.2,799698291.2,Family,English,1,US,0
Witchcraft vs. Curse,33.0,50641000.0,323787336.6,273146336.6,Fantasy,Cantonese,0,HK,3
